Marca,Modelo,Precio,Tipo_Combustible,Año,kms,CV,N_Puertas,Tipo_Cambio,color,N_Fotos,Provincia,TDG
1,414,5600,3,2009.0,200000,110.0,2,2,2,11,9,-34.69410714285714
1,369,20800,4,2020.0,10,125.0,2,2,4,10,29,1.0056730769230768
3,382,43000,3,2016.0,80000,204.0,2,3,4,8,31,-0.8555813953488373
1,407,18999,3,2015.0,150000,184.0,2,3,3,29,18,-6.885257118795726
1,134,19200,3,2019.0,32100,115.0,2,2,4,9,47,-0.6657291666666667
3,239,33900,3,2019.0,5567,160.0,2,3,4,22,39,0.8406784660766962
1,579,5000,3,2006.0,210000,105.0,3,2,4,3,7,-40.9784
3,853,21700,3,2019.0,0,88.0,2,2,3,8,32,1.0042857142857142
1,778,25900,3,2020.0,500,115.0,2,2,4,19,2,0.9852509652509652
2,733,14990,3,2014.0,100000,143.0,2,2,2,26,29,-5.661307538358906
1,413,12900,3,2016.0,95515,120.0,2,2,4,16,37,-6.394728682170543
1,172,4990,4,2013.0,85000,68.0,1,2,3,25,7,-16.019839679358718
2,735,1800,3,1999.0,290000,115.0,2,2,4,8,35,-160.045
1,517,6000,4,2007.0,143000,90.0,1,2,4,13,49,-22.817833333333333
1,603,14950,4,2012.0,110000,210.0,2,3,4,20,29,-6.343545150501672
2,640,20999,3,2014.0,140000,177.0,2,3,2,12,47,-5.6583170627172725
1,783,19500,3,2017.0,87000,115.0,2,2,4,26,39,-3.4554871794871795
1,414,14950,3,2016.0,50860,120.0,2,2,4,31,7,-2.393779264214047
1,282,1590,3,2004.0,128000,100.0,1,2,4,5,7,-79.43836477987422
1,901,11950,3,2016.0,105700,120.0,2,2,4,9,15,-7.8348953974895394
3,250,35000,3,2016.0,179990,258.0,2,3,3,32,45,-4.135028571428571
1,507,23000,5,2020.0,15500,150.0,2,3,4,12,46,0.3327826086956522
1,369,13500,3,2018.0,50334,120.0,2,2,4,14,0,-2.719333333333333
2,681,12900,4,2018.0,53957,110.0,2,2,4,33,49,-3.173875968992248
3,254,13900,3,2007.0,134000,224.0,2,3,4,25,7,-8.623741007194244
3,237,17900,3,2016.0,38000,109.0,2,2,3,9,7,-1.116536312849162
3,238,18990,4,2015.0,59000,122.0,2,3,4,22,29,-2.1001579778830965
1,369,4499,3,2005.0,136000,136.0,2,2,4,10,32,-29.198044009779952
1,722,8990,3,2016.0,170000,110.0,2,2,4,37,12,-17.897330367074527
1,760,13800,3,2015.0,105624,115.0,2,2,3,23,2,-6.64536231884058
1,722,7740,3,2012.0,112208,95.0,2,2,4,15,29,-13.484496124031008
1,616,12690,4,2018.0,51291,95.0,2,2,4,16,7,-3.0341213553979514
1,493,7200,3,2015.0,193000,110.0,2,2,4,39,29,-25.78986111111111
1,77,34600,6,2020.0,3000,225.0,2,3,4,15,37,0.9199132947976879
2,104,5900,3,2005.0,230000,140.0,2,2,4,5,36,-37.95864406779661
2,733,3200,4,1996.0,1500,116.0,3,2,2,2,26,0.56875
1,553,14900,3,2016.0,112850,150.0,2,3,4,14,46,-6.563489932885906
1,407,13000,4,2010.0,189000,210.0,2,2,3,0,31,-13.522076923076924
1,449,1199,4,2004.0,198000,75.0,1,2,4,9,29,-164.0725604670559
1,889,12500,4,2018.0,21445,111.0,2,2,4,32,41,-0.70648
1,40,6200,3,2009.0,186000,110.0,2,2,4,6,2,-28.981774193548386
2,872,35500,3,2020.0,9,150.0,2,2,3,19,33,1.0040845070422535
2,729,16049,3,2016.0,40755,116.0,2,2,4,17,32,-1.5319334537977445
1,85,1999,3,2002.0,238000,116.0,2,2,4,8,47,-118.0
1,170,5700,3,2008.0,140000,136.0,2,2,2,14,9,-23.537017543859648
1,350,13500,3,2015.0,63207,126.0,2,2,3,20,18,-3.6724444444444444
1,566,6900,3,2011.0,199000,110.0,2,2,3,13,16,-27.824202898550723
1,315,25600,3,2018.0,63600,156.0,3,2,3,9,7,-1.4781640625
1,798,25900,3,2019.0,110000,150.0,2,3,4,13,0,-3.241158301158301
1,221,31500,3,2020.0,41000,150.0,2,3,2,32,7,-0.2966984126984127
1,875,20000,4,2020.0,15,120.0,2,2,3,14,2,1.0054
2,103,27500,4,2019.0,0,150.0,2,3,3,9,29,1.0056363636363637
1,810,11000,3,2011.0,205000,115.0,2,2,4,1,39,-17.625636363636364
1,134,16900,3,2019.0,13358,115.0,2,2,4,13,32,0.2165680473372781
1,760,15990,4,2018.0,31915,132.0,2,2,4,12,25,-0.9874921826141339
1,363,21690,4,2020.0,1,125.0,2,3,4,18,29,1.005901337021669
1,616,13840,4,2020.0,12005,80.0,2,2,4,20,7,0.13858381502890174
4,402,41995,3,2017.0,28000,275.0,2,3,4,3,29,0.3399690439338016
1,222,11990,4,2016.0,39990,135.0,2,2,3,26,29,-2.323769808173478
1,517,22500,4,2020.0,6001,136.0,2,2,4,4,29,0.7394666666666667
3,245,12500,3,2007.0,149000,190.0,2,2,2,6,15,-10.9044
1,449,3790,3,2005.0,198000,100.0,2,2,2,21,41,-51.2155672823219
1,576,9200,3,2006.0,270000,174.0,2,2,3,6,34,-28.32858695652174
1,903,19000,5,2019.0,16,92.0,2,3,4,40,36,1.0042105263157894
1,773,27700,3,2019.0,19293,120.0,2,3,4,20,29,0.3079783393501805
1,120,8295,4,2017.0,75783,87.0,1,2,3,52,45,-8.1251356238698
1,73,14570,3,2016.0,60202,120.0,2,2,3,49,45,-3.1234728894989705
1,798,15990,3,2015.0,123149,140.0,2,2,4,54,8,-6.692682926829268
1,202,17500,4,2016.0,29870,120.0,2,3,3,14,17,-0.6997714285714286
1,601,9900,3,2017.0,146010,100.0,2,2,3,10,29,-13.738080808080808
2,103,17900,3,2014.0,111660,150.0,2,3,3,18,18,-5.2293296089385475
1,170,8490,3,2012.0,84768,95.0,2,2,4,30,32,-8.972909305064782
2,735,17890,3,2013.0,98000,184.0,2,3,4,29,39,-4.467356064840693
1,360,3490,4,2007.0,130000,75.0,2,2,4,11,29,-36.2269340974212
1,468,21300,3,2019.0,8304,115.0,2,2,4,34,20,0.6156807511737089
1,507,10799,4,2016.0,63756,110.0,2,2,4,23,39,-4.893416057042319
1,76,30400,3,2019.0,700,160.0,2,3,4,17,7,0.9823684210526316
1,910,24600,5,2020.0,2,136.0,2,3,4,19,20,1.005609756097561
1,172,8400,4,2019.0,18265,72.0,2,2,4,25,6,-1.1654761904761906
1,282,20500,3,2020.0,500,102.0,2,2,4,18,0,0.9807317073170732
1,679,14900,3,2015.0,126488,124.0,2,2,3,19,29,-7.480604026845637
1,507,8800,3,2016.0,148000,110.0,2,2,4,25,39,-15.805340909090908
2,733,22990,3,2016.0,115000,190.0,2,3,2,46,37,-3.9936929099608527
1,801,11299,4,2020.0,10,95.0,2,2,2,26,10,1.0077882998495442
1,407,17000,3,2015.0,113000,184.0,1,3,2,28,37,-5.636
1,804,6999,3,2004.0,225000,313.0,2,3,4,16,49,-31.10215745106444
2,107,18500,3,2012.0,169000,177.0,2,2,2,26,4,-8.125351351351352
1,468,23500,3,2020.0,28,115.0,2,2,4,17,37,1.0038297872340425
2,640,15900,3,2011.0,139117,143.0,2,2,2,54,8,-7.740251572327044
2,701,21490,3,2017.0,129000,150.0,2,3,4,12,29,-4.995579339227548
3,673,23990,3,2012.0,117300,190.0,1,3,3,11,47,-3.8813672363484786
1,926,13500,3,2014.0,71600,115.0,2,2,3,30,45,-4.294962962962963
2,659,42300,4,2019.0,4215,223.0,3,3,3,12,9,0.9057446808510639
1,544,3550,4,2007.0,94000,88.0,1,2,2,14,45,-25.453239436619718
2,830,3600,3,2009.0,320000,109.0,2,2,4,11,2,-87.8575
2,735,7500,3,2007.0,218000,163.0,2,3,4,11,22,-28.044266666666665
1,282,7900,4,2016.0,69000,90.0,2,2,4,10,25,-7.72240506329114
1,407,13995,4,2019.0,29700,115.0,2,2,4,24,42,-1.113754912468739
2,733,13700,3,2014.0,169015,143.0,2,3,4,34,39,-11.326058394160585
2,735,1900,4,2000.0,148000,170.0,2,2,4,8,15,-76.80315789473684
1,220,18500,4,2020.0,3460,100.0,2,2,4,25,47,0.8185405405405406
1,407,14500,3,2016.0,48837,110.0,2,2,4,11,7,-2.3602758620689657
3,240,15990,4,2006.0,231000,388.0,3,3,4,28,9,-13.421888680425266
1,179,3990,4,2009.0,108300,120.0,2,2,2,9,47,-26.11203007518797
1,363,16700,4,2020.0,1,95.0,2,2,4,7,20,1.005808383233533
1,849,11750,3,2013.0,92990,124.0,2,2,3,1,32,-6.9032340425531915
1,157,20999,5,2019.0,1800,67.0,2,2,3,33,47,0.9176151245297395
1,788,27890,3,2019.0,18000,150.0,2,2,4,38,29,0.36009322337755467
1,73,11950,3,2017.0,69000,95.0,2,2,3,15,27,-4.7658577405857745
1,457,12600,4,2018.0,48183,115.0,2,2,4,32,16,-2.81468253968254
2,733,2600,3,2000.0,384000,136.0,2,2,4,8,44,-146.63846153846154
1,47,6800,3,2012.0,114000,92.0,2,2,3,16,31,-15.750735294117646
2,736,25500,3,2013.0,198500,313.0,2,3,4,7,29,-6.771843137254902
2,733,4700,4,2004.0,220000,170.0,3,2,4,3,29,-45.77148936170213
2,733,23990,4,2011.0,78000,306.0,3,2,4,18,29,-2.2384326802834513
1,71,12600,3,2017.0,128556,120.0,2,2,4,27,29,-9.193095238095237
1,202,16900,4,2015.0,65000,120.0,2,3,3,22,45,-2.838816568047337
4,521,84995,4,2020.0,9995,354.0,2,3,3,33,42,0.886652156009177
1,407,28978,4,2020.0,5236,150.0,2,3,4,19,45,0.8246255780247084
1,926,19800,3,2018.0,18462,115.0,2,2,4,26,8,0.07353535353535354
1,179,7200,3,2013.0,184700,114.0,2,2,4,26,47,-24.63652777777778
1,468,18999,4,2018.0,22736,130.0,2,3,4,40,29,-0.18964156008210958
2,733,3999,3,2004.0,220000,150.0,2,3,4,8,29,-53.97499374843711
3,260,13000,4,2007.0,101700,163.0,3,3,2,9,2,-6.810076923076923
1,363,6700,4,2013.0,115000,82.0,2,2,4,1,45,-16.151492537313434
1,566,1500,3,2003.0,167000,120.0,2,2,4,6,29,-110.25133333333333
2,828,21900,4,2018.0,37300,152.0,2,2,4,9,29,-0.6960730593607306
3,674,16000,4,2006.0,185000,390.0,2,3,4,2,1,-10.53775
1,74,16990,3,2018.0,62273,95.0,2,2,3,10,0,-2.659505591524426
1,472,11650,3,2019.0,20000,75.0,2,2,3,17,7,-0.7100429184549356
2,444,17000,3,2013.0,95000,150.0,2,2,2,10,7,-4.579176470588235
3,245,15900,4,2010.0,69500,184.0,3,2,3,13,7,-3.3591823899371067
2,637,21990,4,2018.0,83000,150.0,2,2,4,8,29,-2.7674397453387902
2,199,26500,5,2020.0,49,136.0,2,3,2,26,28,1.0034716981132075
2,829,16490,3,2017.0,69000,150.0,2,2,4,26,32,-3.1750151607034565
3,239,2500,3,2001.0,290000,143.0,2,2,2,11,29,-114.9408
2,108,6999,3,2005.0,184000,225.0,2,3,2,25,49,-25.25660808686955
2,104,17990,3,2017.0,95000,150.0,2,3,4,54,36,-4.272095608671484
1,179,9900,3,2017.0,55400,120.0,2,2,4,29,37,-4.583535353535353
1,179,3490,3,2010.0,249000,109.0,2,3,4,29,29,-70.31432664756447
1,363,8900,4,2017.0,43157,82.0,2,2,4,9,45,-3.839550561797753
3,243,7500,4,1999.0,214000,279.0,3,3,3,12,7,-27.495333333333335
1,430,24900,4,2020.0,0,130.0,2,2,3,15,47,1.0053413654618475
1,211,5950,3,2011.0,200000,75.0,2,2,3,11,33,-32.600336134453784
1,203,25000,4,2019.0,2500,122.0,2,2,3,13,32,0.905
4,226,16500,4,2008.0,243159,385.0,2,3,4,26,39,-13.713151515151516
2,104,42700,3,2020.0,10,163.0,2,3,4,16,8,1.0037002341920376
1,76,13850,3,2016.0,90000,180.0,2,3,4,29,29,-5.484909747292419
1,138,4990,3,2010.0,164000,110.0,1,2,4,17,7,-31.84308617234469
1,322,8900,3,2017.0,80000,90.0,2,2,3,9,6,-7.978314606741573
1,449,1999,4,2004.0,110800,75.0,2,2,4,1,45,-54.38869434717358
2,734,28990,3,2017.0,63150,190.0,2,3,4,32,32,-1.1716109003104518
2,734,39999,4,2015.0,155000,431.0,3,3,4,21,29,-2.864196604915123
1,925,3500,4,2010.0,100000,126.0,2,2,2,8,16,-27.53457142857143
2,694,39900,4,2017.0,76000,333.0,3,3,2,16,7,-0.8962907268170426
1,566,8500,3,2015.0,148000,110.0,2,2,3,36,29,-16.398470588235295
1,507,3100,3,2006.0,275000,105.0,2,2,4,9,29,-87.67483870967742
1,787,19200,3,2016.0,13607,160.0,2,3,4,29,7,0.29984375
2,693,5200,3,2010.0,170000,109.0,2,2,3,9,7,-31.670576923076922
1,135,1600,4,1999.0,55600,50.0,1,2,3,5,7,-33.716875
2,831,11990,3,2015.0,180000,150.0,2,2,4,35,29,-13.999666388657214
1,652,11450,3,2019.0,15792,80.0,2,2,4,20,32,-0.3719650655021834
1,507,28000,4,2019.0,24000,290.0,2,3,4,6,7,0.15335714285714286
3,113,79900,4,2016.0,45000,462.0,1,3,4,27,32,0.44265331664580726
1,499,20490,3,2000.0,198300,125.0,1,2,4,41,39,-8.671644704734016
3,877,9999,3,2008.0,180000,207.0,2,3,3,12,5,-16.980498049804982
1,407,10490,4,2013.0,123000,122.0,2,2,4,16,18,-10.71353670162059
1,801,15700,3,2018.0,46159,120.0,2,3,4,31,29,-1.9321656050955414
2,593,21990,3,2016.0,59000,150.0,2,3,4,16,50,-1.6759890859481583
1,449,8995,4,2017.0,61000,75.0,2,2,4,10,33,-5.772873818788216
1,40,21750,3,2018.0,38243,130.0,2,2,4,38,49,-0.752183908045977
1,138,1450,4,2000.0,224600,147.0,3,2,4,11,6,-153.79310344827587
1,925,12699,4,2019.0,21150,120.0,2,2,4,23,29,-0.6557996692652964
2,108,26490,3,2015.0,107000,272.0,2,3,4,35,7,-3.028803322008305
1,805,11900,4,2012.0,106000,140.0,2,1,3,9,7,-7.89563025210084
1,369,13990,4,2018.0,55683,125.0,2,2,3,20,7,-2.9710507505360972
1,170,11990,4,2017.0,36978,125.0,2,2,4,15,45,-2.073394495412844
1,127,4999,4,2010.0,179000,105.0,2,2,4,21,49,-34.785557111422285
1,407,3950,4,2003.0,135000,105.0,1,2,4,19,32,-33.149873417721516
1,646,23950,3,2020.0,1,115.0,2,2,3,31,2,1.0048851774530272
2,729,12900,3,2012.0,239000,143.0,3,2,3,9,29,-17.515736434108526
1,369,2600,3,2005.0,223000,109.0,2,2,4,9,45,-84.72615384615385
1,206,9200,4,2014.0,110000,273.0,2,3,4,18,29,-10.926413043478261
1,552,14490,3,2016.0,73775,136.0,2,2,4,23,29,-4.081849551414769
1,236,5800,4,2009.0,117000,100.0,2,2,4,5,7,-19.154655172413793
4,226,26995,4,2010.0,175000,400.0,2,3,3,22,7,-5.467605112057789
1,211,17500,4,2019.0,2300,110.0,2,2,4,18,1,0.8750285714285714
1,407,1000,4,1993.0,200000,90.0,2,3,4,0,8,-198.906
2,729,13990,3,2016.0,97000,116.0,2,2,2,28,29,-5.9249463902787705
1,686,7990,3,2011.0,178000,165.0,2,2,4,29,2,-21.256821026282854
3,239,26500,3,2015.0,43723,170.0,2,3,4,28,50,-0.6432830188679245
1,157,7865,3,2016.0,122000,75.0,1,2,3,14,17,-14.50184361093452
1,517,15699,3,2016.0,35358,95.0,2,2,4,15,39,-1.2460029301229378
1,849,14500,3,2016.0,48428,112.0,2,2,4,25,2,-2.3319310344827584
2,104,20000,3,2013.0,144500,204.0,2,3,2,9,33,-6.21455
3,249,48900,3,2018.0,5837,170.0,2,3,4,47,4,0.8842331288343558
1,369,2800,4,2005.0,205000,100.0,1,2,2,0,29,-72.1775
2,111,38900,3,2016.0,53125,262.0,2,3,2,14,29,-0.35881748071979436
1,47,13900,3,2016.0,58547,120.0,2,2,3,21,7,-3.203165467625899
1,138,15000,4,2017.0,35000,150.0,2,3,2,1,7,-1.3230666666666666
1,925,27990,4,2019.0,29000,275.0,2,2,3,21,7,-0.02615219721329046
1,369,9000,3,2017.0,95000,95.0,2,2,3,8,29,-9.544666666666666
1,45,3500,4,2005.0,136000,143.0,3,2,4,13,41,-37.81542857142857
2,865,31000,4,2018.0,38500,192.0,2,3,3,3,31,-0.23558064516129032
1,566,8000,3,2015.0,165000,110.0,2,2,3,4,51,-19.610875
1,474,8800,3,2017.0,69889,75.0,1,2,3,25,28,-6.933068181818181
1,21,29117,3,2021.0,1,130.0,2,3,4,9,29,1.0045677782738607
2,637,38500,3,2019.0,16000,150.0,2,3,4,14,7,0.5884415584415584
1,315,6900,3,2011.0,340000,106.0,3,2,3,9,28,-48.259565217391305
1,805,16500,3,2017.0,79000,115.0,2,2,3,9,10,-3.780727272727273
1,685,10900,4,2018.0,54344,84.0,2,2,3,21,7,-3.9777064220183487
1,135,1000,4,2000.0,115000,50.0,1,2,3,3,16,-113.947
2,780,6300,4,2006.0,130000,163.0,1,2,2,9,29,-19.6084126984127
1,407,13490,4,2009.0,155000,210.0,1,2,3,17,7,-10.474203113417346
2,103,23900,4,2019.0,32865,116.0,2,2,4,20,29,-0.3700836820083682
1,601,8999,3,2014.0,130361,92.0,2,2,4,11,32,-13.475608400933437
2,733,17850,3,2016.0,110000,190.0,2,2,4,34,45,-5.151596638655462
1,138,7999,3,2017.0,144622,110.0,2,2,3,22,29,-17.065883235404424
1,479,6000,3,2011.0,260000,150.0,2,2,4,3,29,-42.307833333333335
1,21,16200,3,2019.0,7559,100.0,2,2,4,31,29,0.5397530864197531
1,889,11200,4,2015.0,53000,99.0,2,3,3,11,17,-3.7229464285714284
1,427,8150,3,2008.0,230000,150.0,2,3,4,1,19,-27.20196319018405
2,868,35650,3,2017.0,94893,231.0,2,3,2,17,29,-1.6551753155680224
3,877,21999,3,2013.0,114000,275.0,2,3,4,47,29,-4.169280421837356
2,733,32900,3,2019.0,630,190.0,2,3,4,28,29,0.9867781155015197
2,637,21900,3,2016.0,79000,150.0,2,2,3,23,41,-2.6002739726027397
2,103,19400,3,2016.0,40214,110.0,2,2,4,40,9,-1.0670103092783505
1,804,23900,3,2012.0,94192,245.0,2,3,4,35,29,-2.9306694560669455
1,46,3400,3,2007.0,190000,136.0,2,2,4,6,29,-54.841470588235296
1,23,2100,4,2005.0,150000,110.0,2,2,4,6,39,-70.37476190476191
1,220,20400,4,2020.0,9000,100.0,2,2,4,13,4,0.5638725490196078
2,733,950,4,2001.0,230000,118.0,2,2,4,5,8,-240.97684210526316
1,464,1500,4,2007.0,122000,70.0,1,2,2,12,8,-80.28466666666667
1,26,2390,4,2008.0,139000,75.0,2,2,4,4,29,-57.126359832635984
4,95,35000,4,2000.0,49560,300.0,3,3,4,23,32,-0.40722857142857144
3,380,46450,3,2020.0,0,150.0,2,3,4,6,8,1.0033584499461787
1,369,8300,3,2016.0,117000,120.0,2,2,3,8,7,-13.081566265060241
1,566,10100,3,2016.0,102961,110.0,2,2,4,29,29,-9.182970297029703
1,919,22900,5,2020.0,5,82.0,1,3,4,11,44,1.00353711790393
1,443,30300,6,2020.0,0,141.0,2,3,4,12,29,1.0047854785478547
1,744,19999,3,2016.0,188000,150.0,2,2,4,41,29,-8.392819640982049
2,104,17995,3,2016.0,119000,150.0,2,2,4,13,34,-5.604390108363434
1,648,23700,3,2018.0,19000,170.0,2,3,4,11,29,0.20565400843881856
3,762,1200,3,2001.0,490000,109.0,2,1,4,1,50,-407.2391666666667
1,134,15500,4,2018.0,34000,95.0,2,2,3,13,39,-1.1872258064516128
3,238,16500,4,2013.0,28626,122.0,2,2,4,33,16,-0.7272121212121212
2,108,4200,3,2004.0,340000,163.0,2,2,2,7,32,-79.91261904761905
2,103,9500,3,2012.0,139000,105.0,1,2,2,22,7,-13.620105263157894
3,239,19450,3,2013.0,32811,170.0,3,2,3,16,39,-0.6779434447300772
1,124,2499,3,2005.0,220000,136.0,1,2,4,24,23,-86.9795918367347
1,603,7500,3,2010.0,182000,140.0,2,3,4,17,29,-23.247466666666668
1,918,10700,4,2017.0,13000,71.0,2,2,4,27,46,-0.2080373831775701
1,616,15190,4,2020.0,20036,95.0,2,2,4,29,29,-0.31257406188281767
1,633,4495,3,2012.0,105000,75.0,2,2,4,9,25,-22.34193548387097
2,780,5400,4,2004.0,178000,180.0,1,2,3,17,7,-31.92888888888889
1,686,9250,3,2008.0,80000,165.0,2,2,2,16,29,-7.630486486486486
1,538,16900,3,2018.0,71700,105.0,2,2,4,32,29,-3.236213017751479
3,250,39900,3,2017.0,88780,204.0,2,3,4,34,27,-1.2197994987468672
1,170,9290,3,2015.0,154000,115.0,2,2,4,26,15,-15.564262648008611
1,487,10990,5,2015.0,84300,109.0,2,3,4,24,29,-6.660327570518653
1,507,16300,4,2019.0,16980,130.0,2,2,3,15,29,-0.03355828220858896
1,187,35995,6,2020.0,5000,225.0,2,3,4,17,8,0.8674538130295875
2,103,28900,3,2020.0,10000,150.0,2,3,4,18,5,0.6593425605536333
3,245,21999,3,2014.0,82000,170.0,3,3,4,17,7,-2.719441792808764
3,853,3000,3,2000.0,300000,122.0,2,2,4,9,47,-98.95766666666667
1,722,3650,4,2005.0,189000,115.0,2,2,2,5,0,-50.74849315068493
1,632,27500,5,2020.0,0,155.0,2,2,4,19,45,1.0057454545454545
1,616,10290,4,2018.0,71000,75.0,2,2,4,26,29,-5.892322643343052
4,99,22990,4,1992.0,165175,240.0,3,3,4,28,29,-6.173901696389735
5,68,285900,4,2020.0,1000,720.0,3,3,4,28,7,0.9990486183980413
1,369,15990,4,2019.0,11774,125.0,2,2,3,1,1,0.2716697936210131
3,245,3800,3,2001.0,262000,143.0,2,3,4,19,47,-67.90815789473685
1,369,1300,4,2003.0,143000,100.0,2,2,3,10,39,-108.92076923076922
1,814,7400,3,2016.0,155000,75.0,2,2,3,11,7,-19.935405405405405
1,282,5790,4,2013.0,99999,85.0,2,2,4,32,32,-16.25578583765112
3,239,31900,3,2020.0,14036,160.0,2,2,4,20,12,0.5651724137931035
1,544,5990,4,2015.0,103714,80.0,2,2,4,7,15,-16.30066777963272
2,444,30500,5,2019.0,5583,223.0,2,3,4,18,36,0.8244262295081968
1,787,19900,4,2017.0,42737,200.0,2,3,4,38,7,-1.1373366834170855
1,477,21370,4,2019.0,5778,115.0,2,2,4,14,29,0.7351427234440805
3,237,29900,3,2020.0,0,116.0,2,2,4,22,39,1.0040468227424748
1,407,19900,3,2019.0,15124,115.0,2,2,4,11,33,0.24592964824120603
1,407,11300,3,2014.0,176000,110.0,2,3,3,7,7,-14.565132743362831
1,138,6000,3,2008.0,80875,150.0,3,2,4,9,18,-12.453666666666667
1,582,28990,6,2020.0,5000,141.0,2,2,4,19,7,0.8324939634356675
1,462,14000,3,2014.0,130000,150.0,2,2,3,5,7,-8.274785714285715
3,257,51900,4,2014.0,73000,306.0,3,3,2,10,29,-0.40053949903660885
1,407,10999,3,2014.0,110585,105.0,2,2,4,29,29,-9.044276752432038
1,801,14590,4,2018.0,9000,120.0,2,2,3,30,13,0.39156956819739547
3,850,21000,3,2011.0,314000,163.0,2,2,2,7,29,-13.944380952380952
1,288,26000,4,2018.0,34000,136.0,2,3,3,5,7,-0.30230769230769233
1,179,8990,3,2016.0,166422,120.0,2,2,2,1,29,-17.49822024471635
1,139,23900,3,2019.0,40700,115.0,2,2,4,20,49,-0.6979916317991631
1,507,3999,3,2003.0,190000,110.0,2,2,2,14,49,-46.48362090522631
1,73,11200,4,2017.0,25868,95.0,2,2,4,17,7,-1.300892857142857
2,866,7999,3,2005.0,230000,150.0,2,3,2,54,49,-27.73421677709714
1,603,4500,3,2006.0,246000,140.0,2,2,4,3,31,-53.63488888888889
1,138,2900,3,2006.0,140000,150.0,1,2,2,7,29,-47.223103448275864
1,492,2350,4,2008.0,136000,95.0,2,2,4,8,29,-56.83063829787234
1,40,26790,3,2019.0,21280,130.0,2,3,4,13,45,0.210675625233296
1,40,25500,4,2019.0,27730,130.0,2,2,4,14,46,-0.08223529411764706
2,828,18795,4,2019.0,21870,122.0,2,2,4,21,29,-0.15690343176376695
1,646,5999,3,2008.0,274000,150.0,2,3,2,9,29,-44.64860810135023
1,464,5490,4,2014.0,82298,69.0,1,2,3,21,29,-13.977413479052823
1,174,7990,3,2015.0,97200,68.0,2,2,3,8,20,-11.156320400500626
2,780,12750,4,2009.0,180000,200.0,1,3,3,7,39,-13.10156862745098
1,455,18190,4,2019.0,20945,140.0,2,2,4,23,49,-0.14359538207806488
2,828,13450,3,2016.0,96000,120.0,2,2,4,8,45,-6.128327137546468
1,142,14890,5,2017.0,82604,136.0,2,3,4,23,29,-4.5382135661517795
1,553,7500,3,2009.0,194532,125.0,2,2,4,24,5,-24.920533333333335
1,478,35890,4,2019.0,19229,190.0,2,3,4,20,7,0.46962942323767065
1,407,12500,3,2013.0,86700,105.0,2,3,4,8,1,-5.92728
3,248,28900,4,2017.0,32000,211.0,2,3,2,44,7,-0.09975778546712803
1,783,17900,4,2016.0,64000,131.0,2,2,3,26,25,-2.5679329608938546
4,95,27500,4,2002.0,136000,320.0,3,2,3,9,29,-3.9336
2,70,12000,4,2015.0,49500,135.0,1,2,3,21,7,-3.1134166666666667
1,921,17900,4,2020.0,21,100.0,2,2,4,17,2,1.0045810055865922
1,142,9900,3,2014.0,66455,90.0,2,2,4,17,32,-5.703232323232323
1,185,5700,3,2010.0,228000,140.0,2,2,4,12,45,-38.97491228070175
1,179,8000,3,2011.0,81100,112.0,2,2,4,11,17,-9.123125
1,21,13990,3,2018.0,50000,100.0,2,2,4,11,39,-2.5666190135811293
3,249,61490,6,2020.0,3527,320.0,2,3,4,8,47,0.9479427549194991
1,170,10199,3,2016.0,100235,120.0,2,2,4,9,32,-8.81586430042161
1,219,10900,3,2011.0,158000,184.0,2,2,4,11,12,-13.478256880733944
2,733,4300,4,2001.0,157000,231.0,2,2,4,8,45,-35.45697674418604
1,551,10900,3,2015.0,117042,130.0,2,2,4,33,1,-9.725596330275229
1,449,7500,4,2014.0,50000,85.0,2,2,4,11,2,-5.654933333333333
3,248,29700,4,2019.0,3100,122.0,2,3,4,28,37,0.8999326599326599
3,241,24490,4,2016.0,55873,156.0,2,3,3,38,7,-1.274846876276031
1,517,7850,3,2011.0,140000,90.0,2,2,4,12,7,-16.822547770700638
1,363,2900,4,2007.0,107000,70.0,2,2,4,13,44,-35.87137931034483
1,404,8999,3,2011.0,114000,140.0,2,2,4,13,2,-11.652183575952884
3,239,23900,3,2016.0,210000,170.0,3,3,4,9,31,-7.779246861924686
3,244,16900,3,2008.0,172851,224.0,2,3,4,18,32,-9.214260355029586
3,673,28990,3,2016.0,99000,180.0,2,3,2,24,2,-2.408554674025526
1,586,10900,3,2016.0,165157,150.0,2,3,4,42,5,-14.13788990825688
3,673,23500,3,2018.0,72686,150.0,2,2,3,11,29,-2.0864255319148937
1,138,17900,4,2020.0,10,110.0,2,2,3,35,6,1.005754189944134
2,730,19990,3,2015.0,81000,150.0,3,2,2,12,42,-3.04432216108054
1,803,1500,3,2002.0,168000,90.0,2,2,4,3,29,-110.938
1,463,22000,3,2018.0,15000,115.0,2,2,4,20,23,0.3235454545454545
1,263,9533,3,2018.0,84321,90.0,2,2,3,37,29,-7.8354138256582395
2,104,19880,3,2016.0,103000,150.0,2,3,4,39,45,-4.173289738430584
1,767,15200,4,2018.0,26089,120.0,2,2,4,27,32,-0.7082894736842106
1,616,17690,4,2020.0,0,95.0,2,2,4,26,29,1.0055398530243076
2,735,43490,6,2018.0,26480,252.0,2,3,4,10,7,0.3970338008737641
2,104,4000,4,2002.0,64100,130.0,2,2,4,15,45,-14.9915
1,74,15500,3,2018.0,17052,120.0,2,2,3,15,7,-0.09219354838709677
3,241,34200,3,2019.0,19409,170.0,2,3,3,14,7,0.4376315789473684
